posicao (populacao),municipio,populacao,posicao (pib),"PIB(R$1000,00)"
1667,Lagoa de Itaenga,21490,1884,309436
1668,Boquira,21486,3059,150763
1669,Siqueira Campos,21476,1257,531653
1670,Costa Rica,21456,563,1481953
1671,São Joaquim do Monte,21439,2866,168147
1672,Taperoá,21421,2959,159305
1672,Taperoá,21421,3417,123151
2261,Taperoá,15505,2959,159305
2261,Taperoá,15505,3417,123151
1673,Urussanga,21419,931,794243
1674,Cajueiro,21397,2838,171388
1675,Guará,21394,1499,422381
1676,Buritirama,21374,3418,123114
1677,Cunha,21373,2226,243538
1678,Paraisópolis,21353,1189,578419
1679,São José do Rio Claro,21351,1035,683521
1680,Monte Alegre de Minas,21349,1226,551616
1681,Orós,21342,2741,181319
1682,Canto do Buriti,21326,2496,207505
1683,São Simão,21318,472,1792845
1683,São Simão,21318,1399,465707
2269,São Simão,15446,472,1792845
2269,São Simão,15446,1399,465707
1684,Bequimão,21317,3474,119427
1685,Carmo do Rio Claro,21310,1433,451284
1686,Jandaia do Sul,21281,1073,657214
1687,Pio XII,21274,3094,147942
1688,Capela do Alto,21257,1989,285779
1689,Comodoro,21249,1211,560872
1690,Quiterianópolis,21246,2876,166910
1691,Anagé,21229,2873,166974
1692,Nova Olinda do Maranhão,21228,3291,132745
1693,Bananeiras,21220,2296,232447
1694,Crisópolis,21219,3085,148523
1695,Vertentes,21172,3028,153721
1696,Itatinga,21139,1873,311156
1697,Arroio do Meio,21121,723,1058560
1698,Pinhalzinho,21103,750,1019308
1698,Pinhalzinho,21103,2187,250266
2248,Pinhalzinho,15564,750,1019308
2248,Pinhalzinho,15564,2187,250266
1699,Paulo Ramos,21092,3114,146152
1700,São Francisco do Guaporé,21088,1731,341413
1701,Ibicaraí,21083,2701,184750
1702,São Felipe,21083,2754,180196
1703,Campestre,21052,1706,350563
1703,Campestre,21052,4525,63930
3732,Campestre,6972,1706,350563
3732,Campestre,6972,4525,63930
1704,Mirador,21045,2753,180197
1704,Mirador,21045,4122,81779
5390,Mirador,2180,2753,180197
5390,Mirador,2180,4122,81779
1705,Catarina,21041,3579,111487
1706,Itaobim,20997,2163,255007
1707,Lambari,20995,1766,333541
1708,Alagoa Nova,20992,2341,225932
1709,Barroso,20981,1600,385190
1710,Junqueirópolis,20978,1141,613203
1712,Pindoretama,20964,2379,221074
1713,Butiá,20963,1470,433648
1714,Cruzeiro do Oeste,20962,940,778122
1715,Bastos,20952,734,1048120
1716,Valença do Piauí,20940,2360,223638
1717,Silvânia,20938,1046,677971
1718,Araçoiaba,20936,3201,139026
1719,Serro,20915,2355,224580
1720,Santo Antônio do Içá,20889,2822,172544
1721,Bombinhas,20889,1160,598278
1722,Abadiânia,20873,1911,303352
1723,Atalaia do Norte,20868,3172,141142
1724,Wenceslau Guimarães,20862,2246,241012
1725,Santo Anastácio,20855,1500,422326
1726,Nova Olímpia,20820,1037,682334
1726,Nova Olímpia,20820,4163,79966
4047,Nova Olímpia,5846,1037,682334
4047,Nova Olímpia,5846,4163,79966
1727,Ubiratã,20809,867,865013
1728,Governador Mangabeira,20800,2613,193239
1729,Cocalzinho de Goiás,20771,1922,301189
1730,Envira,20748,3082,148680
1731,Riacho das Almas,20744,2886,166317
1732,Piratini,20743,1568,396354
1733,Floresta do Araguaia,20742,2194,249633
1735,Belém do São Francisco,20730,2527,203238
1736,São João do Piauí,20720,2427,215795
1737,Cotriguaçu,20717,2547,201102
1738,Medina,20701,2431,215490
1739,Vazante,20692,1095,644829
1740,Tibagi,20688,858,871232
1741,Jaboticatubas,20683,2513,205295
1742,Maraú,20664,2449,213193
1743,Itapiúna,20653,3265,135099
1745,Araruna,20610,1350,489336
1745,Araruna,20610,2899,165488
2455,Araruna,14029,1350,489336
2455,Araruna,14029,2899,165488
1746,Abaré,20594,3232,137347
1747,Caraúbas,20588,1907,303959
1747,Caraúbas,20588,5337,34692
4632,Caraúbas,4206,1907,303959
4632,Caraúbas,4206,5337,34692
1748,Paranapanema,20588,1167,593650
1749,Paulistana,20583,2624,192233
1750,Brasnorte,20571,950,771150
1751,Guaratinga,20565,2470,210852
1752,Jaguaruna,20547,1385,473324
1753,Monte Azul,20544,2641,190646
1754,Regente Feijó,20523,1078,655921
1755,Muzambinho,20522,1523,415062
1757,Beruri,20503,3168,141404
1758,Ibirubá,20474,829,904036
1759,Baixa Grande,20431,3169,141295
1760,Coronel Vivida,20430,1115,626777
1761,Aragarças,20410,2269,236930
1762,São José de Piranhas,20406,2792,175935
1763,Novo Airão,20395,3306,131530
1764,Itororó,20394,2373,222294
1765,Cerqueira César,20391,968,753006
1766,Tanhaçu,20383,2686,185735
1767,Cândido Mendes,20376,3439,122252
1768,Santo Antônio do Sudoeste,20354,1307,507183
1769,Jijoca de Jericoacoara,20351,1882,310146
1770,Padre Paraíso,20346,2858,168829
1771,Cuité,20331,2638,190736
1772,Uruçuca,20312,2461,211940
1773,Itajuípe,20309,2207,247291
1774,Riachão,20288,1879,310487
1774,Riachão,20288,5432,30886
4841,Riachão,3650,1879,310487
4841,Riachão,3650,5432,30886
1775,Chorozinho,20286,2081,268102
1776,Turmalina,20280,1886,309274
1776,Turmalina,20280,4587,61407
5509,Turmalina,1667,1886,309274
5509,Turmalina,1667,4587,61407
1777,Água Branca,20263,2715,183246
1777,Água Branca,20263,3231,137376
1777,Água Branca,20263,4226,77220
2038,Água Branca,17525,2715,183246
2038,Água Branca,17525,3231,137376
2038,Água Branca,17525,4226,77220
3054,Água Branca,10375,2715,183246
3054,Água Branca,10375,3231,137376
3054,Água Branca,10375,4226,77220
1778,Porto Real,20254,323,2856764
1779,Magalhães de Almeida,20228,3525,115788
1780,Barra da Estiva,20198,2280,234556
1781,Icapuí,20183,2024,278131
1782,Cantagalo,20163,1040,681357
1782,Cantagalo,20163,2271,236727
1782,Cantagalo,20163,5044,45094
2545,Cantagalo,13340,1040,681357
2545,Cantagalo,13340,2271,236727
2545,Cantagalo,13340,5044,45094
4490,Cantagalo,4575,1040,681357
4490,Cantagalo,4575,2271,236727
4490,Cantagalo,4575,5044,45094
1783,Taquarana,20162,2049,272575
1784,Porto Real do Colégio,20158,2614,193071
1785,Sonora,20158,1090,648541
1786,Plácido de Castro,20147,2243,241198
1787,Ipanema,20133,2314,230036
1789,Campos Belos,20124,2121,261584
1790,Pacaraima,20108,2830,171774
1791,Alpinópolis,20059,1700,352545
1792,Salgado,20051,2802,175015
1793,Buri,20050,1650,368506
1794,Capoeiras,20048,2562,198937
1795,Pindobaçu,20048,3300,131863
1796,Boa Vista do Ramos,20040,3381,125587
1797,Madalena,20031,3199,139506
1798,Rio Verde de Mato Grosso,20025,1443,446356
1799,Divino,20020,2345,225688
1800,Rubiataba,20012,1501,421996
1801,Santa Vitória,19997,999,721333
1802,Ibicoara,19990,2161,255703
1803,Afrânio,19981,2889,166154
1804,Umirim,19976,3206,138775
1805,Remígio,19973,2856,168968
1806,Maracás,19973,1432,452514
1807,Itarantim,19937,2181,251751
1809,Lajinha,19914,1863,313232
1810,Xapuri,19866,2304,231297
1811,Alhandra,19865,696,1108878
1812,Ubaíra,19860,2818,173232
1813,Palmeirândia,19840,3393,124945
1814,Santa Luzia do Pará,19839,2910,164117
1815,Simonésia,19834,2647,190370
1816,Buriti dos Lopes,19832,2984,157167
1817,Andirá,19823,1006,714522
1818,Riachão do Dantas,19813,2178,252676
1819,Borda da Mata,19809,1892,308219
1820,Pariquera-Açu,19797,1272,526936
1821,Rodrigues Alves,19767,2696,185007
1822,Campina Verde,19759,1303,508563
1823,Carmópolis de Minas,19756,1660,365482
1824,Marechal Thaumaturgo,19727,2594,195343
1825,Castelo do Piauí,19716,2957,159372
1826,Alto Araguaia,19714,894,838764
1827,Morros,19708,3505,117368
1828,Pastos Bons,19693,2640,190671
1829,Presidente Olegário,19680,1426,454114
1830,Carnaíba,19666,3129,144919
1831,Antas,19659,3564,112621
1832,Mâncio Lima,19643,2601,194418
1833,Pauini,19616,3061,150716
1834,Olho d'Água das Cunhãs,19616,3229,137418
1835,Umburanas,19573,3498,117991
1836,Tejuçuoca,19551,3599,110237
1837,Cajari,19521,3781,99202
1838,Papanduva,19521,1236,543649
1839,Miracatu,19511,1489,426651
1840,Pitimbu,19478,2101,264136
1841,Ampére,19466,1194,577536
1842,Três Barras,19455,739,1043262
1843,Pirapora do Bom Jesus,19453,1569,396159
1844,Horizontina,19446,534,1583978
1845,Sengés,19441,1285,517899
1846,Formosa da Serra Negra,19425,3297,132156
1847,Rio Bananal,19398,1618,379455
1848,Quitandinha,19388,1690,356545
1849,Wenceslau Braz,19358,1294,514440
1849,Wenceslau Braz,19358,5499,26040
5271,Wenceslau Braz,2543,1294,514440
5271,Wenceslau Braz,2543,5499,26040
1850,Trairão,19344,1785,329440
1851,Farias Brito,19330,2597,194779
1852,Utinga,19330,2993,156148
1853,Caiapônia,19304,1123,622826
1854,Varzelândia,19290,3063,150626
1855,Águas Formosas,19285,2333,227089
1856,Iati,19284,3084,148625
1857,Cantá,19257,2204,247837
1858,Costa Marques,19255,2426,215992
1859,Passagem Franca,19253,3347,128392
1860,Baependi,19249,2112,262739
1861,Dormentes,19246,2432,214910
1862,Guareí,19244,2257,239829
1863,Ibirama,19238,1502,421545
1864,Jaicós,19233,2947,160105
1865,Itanhém,19231,2370,222441
1866,Serrita,19226,3241,136775
1867,Presidente Sarney,19217,3249,136332
1868,Otacílio Costa,19201,1023,695651
1870,Jaguaripe,19162,2973,157985
1871,Carmo,19161,1517,416837
1872,Júlio de Castilhos,19159,729,1052967
1873,Fátima do Sul,19152,1393,470617
1874,Porto Acre,19141,2316,229923
1875,Viradouro,19133,1691,356142
1876,Matipó,19098,2247,240994
1877,Ituaçu,19095,2930,161417
1878,São Raimundo das Mangabeiras,19090,1595,386359
1879,Chopinzinho,19083,1113,628078
1880,Contenda,19082,1617,379667
1881,Aroeiras,19081,3170,141193
1882,Porciúncula,19068,1763,333992
1883,Japaratuba,19067,1957,295316
1884,Terra Santa,19063,1269,527237
1885,Macarani,19056,3015,154454
1886,Tonantins,19038,3405,123792
1887,Camocim de São Félix,19032,2941,160794
1888,Caconde,19031,1725,343594
1889,Conceição,19030,2934,161111
1890,Barão de Grajaú,19026,2472,210650
1891,Ervália,19019,2030,276969
1892,Guaranésia,19014,1473,431996
1893,Cabaceiras do Paraguaçu,19010,3528,115543
1894,Epitaciolândia,18979,1465,435911
1895,Itapororoca,18978,2827,172230
1896,Montanha,18954,1724,343633
1897,Monte Azul Paulista,18928,1208,562393
1898,Ipaba,18926,3098,147640
1899,Antonina,18919,1286,516822
1900,Águas de Lindóia,18908,1387,472984
1901,Alumínio,18903,459,1853577
1902,Ribeirópolis,18891,1769,332386
1903,Augustinópolis,18870,2309,230464
1904,Fronteira,18866,725,1057313
1905,Nazaré Paulista,18866,1759,334669
1906,Pocinhos,18848,2289,233668
1907,Venturosa,18835,2495,207645
1908,Cocos,18835,1978,289365
1910,Garuva,18816,824,910387
1911,Pirapemas,18814,3593,110708
1912,São José dos Quatro Marcos,18788,1659,365775
1914,Cafelândia,18783,612,1344864
1914,Cafelândia,18783,1396,468342
2001,Cafelândia,17917,612,1344864
2001,Cafelândia,17917,1396,468342
1915,Cruz Machado,18772,1721,345504
1916,São Benedito do Rio Preto,18769,3577,111562
1917,São João do Soter,18746,3863,94965
1918,Governador Edison Lobão,18740,2111,262922
1919,Picuí,18737,2786,176527
1920,Bacuri,18726,3830,96837
1921,Cariús,18700,3209,138682
1922,Santo Antônio do Amparo,18697,2193,249737
1923,Neópolis,18688,2061,271250
1924,Mendes,18681,1934,299471
1926,Cairu,18666,1121,623657
1927,Ubaitaba,18647,2543,201319
1928,Juquiá,18627,1669,361626
1929,Itirapina,18610,1596,386254
1930,Mirangaba,18603,3646,107561
1931,Colina,18601,790,948979
1932,São Luís Gonzaga do Maranhão,18600,3359,127313
1933,Cesário Lange,18595,1510,419188
1934,Cafarnaum,18585,2956,159414
1936,Taió,18576,1198,573530
1937,Malacacheta,18556,2738,181476
1938,Mairi,18535,3266,135020
1939,Varjota,18520,2172,253729
1940,Carlos Chagas,18516,1829,320033
1941,Pio IX,18492,3274,134283
1942,Boa Vista do Tupim,18491,3493,118270
1943,Mucajaí,18482,1928,300036
1944,Cariré,18470,3173,141109
1946,Lagoa do Carro,18429,2328,228084
1947,Juazeirinho,18422,3017,154332
1948,Ibipeba,18421,3411,123452
1949,Mirante do Paranapanema,18415,1534,412278
1950,Inhapi,18398,3567,112361
1951,Solonópole,18389,2711,183427
1952,Querência,18386,524,1611455
1953,Formoso do Araguaia,18358,1563,400186
1954,Indiaroba,18337,2891,165983
1955,Jucurutu,18335,2437,214319
1956,Correntes,18327,3053,151082
1957,Campo do Brito,18325,2462,211692
1958,Banabuiú,18313,2902,165089
1959,Estrela de Alagoas,18304,3681,104946
1960,Paraibuna,18302,2043,273661
1961,Maraã,18298,3019,154283
1962,Luz,18297,1342,491632
1963,Reriutaba,18279,2642,190637
1964,Ladainha,18272,3556,113190
1965,Sapucaia,18270,1012,706646
1965,Sapucaia,18270,3638,107990
3978,Sapucaia,6088,1012,706646
3978,Sapucaia,6088,3638,107990
1966,Buerarema,18269,2697,184977
1967,Matelândia,18266,869,861730
1968,Jussara,18266,1455,440370
1968,Jussara,18266,2438,214003
1968,Jussara,18266,3802,98008
2301,Jussara,15241,1455,440370
2301,Jussara,15241,2438,214003
2301,Jussara,15241,3802,98008
3697,Jussara,7069,1455,440370
3697,Jussara,7069,2438,214003
3697,Jussara,7069,3802,98008
1969,Sítio Novo,18237,3148,143111
1969,Sítio Novo,18237,5141,42034
4122,Sítio Novo,5600,3148,143111
4122,Sítio Novo,5600,5141,42034
1970,Tartarugalzinho,18217,2539,202004
1971,Rio Maria,18208,1376,476420
1972,São Caetano de Odivelas,18207,3314,131225
1973,Croatá,18201,3307,131520
1974,Messias,18201,2769,178882
1975,Arroio Grande,18185,1130,617672
1976,Ingá,18184,2996,155981
1977,Cristinápolis,18181,2566,198366
1978,Itacarambi,18175,2654,189501
1979,Lagoa Formosa,18168,1821,321516
1980,Presidente Médici,18165,1524,415050
1980,Presidente Médici,18165,4963,47832
3687,Presidente Médici,7124,1524,415050
3687,Presidente Médici,7124,4963,47832
1981,São Vicente Férrer,18150,2276,235695
1982,Conchas,18138,1722,344263
1983,Jaguaretama,18133,3072,149920
1984,Una,18108,2170,254083
1985,Elias Fausto,18095,1110,632336
1986,Morro da Fumaça,18095,1107,635361
1987,São Francisco de Assis,18081,1444,445295
1988,Ourém,18079,2664,187875
1989,Serafina Corrêa,18074,1128,618494
1990,Manga,18051,2665,187803
1991,São João do Rio do Peixe,18020,2832,171740
1992,Abelardo Luz,18015,1152,606372
1993,Bady Bassitt,18013,1837,318703
1994,Rio Pomba,18007,1923,300489
1995,Regeneração,17979,2978,157682
1996,Presidente Getúlio,17973,1116,625706
1997,Pouso Redondo,17965,1278,520561
1998,Gonçalves Dias,17953,3538,114956
1999,Belterra,17944,2972,158064
2000,Boqueirão,17934,2692,185208
2002,Jacupiranga,17911,1155,604720
2003,Pontalina,17899,1321,500059
2004,Não-Me-Toque,17886,678,1146546
2005,Cerro Azul,17884,1836,319076
2006,Piaçabuçu,17868,1959,295025
2007,São Paulo do Potengi,17858,2922,162660
2008,Arinos,17850,2510,205425
2009,Aporá,17840,3248,136362
2010,Capistrano,17830,3091,148373
2011,Severínia,17820,2287,233916
2012,Fortuna,17812,3707,103074
2013,Fátima,17801,2757,179894
2013,Fátima,17801,4705,56844
4775,Fátima,3824,2757,179894
4775,Fátima,3824,4705,56844
2014,Curionópolis,17764,871,859809
2015,Carnaubal,17763,3472,119636
2016,Itariri,17754,2070,269481
2017,Cássia,17741,1843,317783
2019,Santana do Cariri,17726,3292,132737
2020,Canapi,17715,3634,108156
2021,Lagoa da Canoa,17692,2974,157977
2022,Potirendaba,17668,1258,531603
2023,Piranga,17641,2951,159904
2024,Miracema do Tocantins,17628,1279,520536
2025,Pedra Branca do Amapari,17625,2012,280992
2026,São Miguel do Tapuio,17617,3445,121264
2027,Bom Sucesso,17612,1900,305619
2027,Bom Sucesso,17612,3424,122808
2027,Bom Sucesso,17612,5155,41482
3692,Bom Sucesso,7103,1900,305619
3692,Bom Sucesso,7103,3424,122808
3692,Bom Sucesso,7103,5155,41482
4342,Bom Sucesso,4937,1900,305619
4342,Bom Sucesso,4937,3424,122808
4342,Bom Sucesso,4937,5155,41482
2028,Seara,17610,915,812693
2029,Amarante,17609,3272,134518
2030,Cruz do Espírito Santo,17599,3355,127576
2031,Aiuaba,17584,3686,104666
2032,Apicum-Açu,17582,3692,104336
2033,Ourolândia,17567,3120,145697
2034,Terra Roxa,17562,1138,613713
2034,Terra Roxa,17562,3099,147580
3187,Terra Roxa,9502,1138,613713
3187,Terra Roxa,9502,3099,147580
2035,Pedra Preta,17547,1004,716415
2035,Pedra Preta,17547,5515,24973
5314,Pedra Preta,2419,1004,716415
5314,Pedra Preta,2419,5515,24973
2036,Charqueada,17539,1702,350913
2037,Peçanha,17534,2765,179187
2039,Nova Era,17524,1820,321543
2040,Tanque Novo,17518,3011,154867
2041,Anadia,17507,3183,140786
2042,Urucuia,17470,3336,129507
2043,Porto Murtinho,17460,1823,321327
2044,Bacabeira,17446,1740,339837
2045,Conceição do Mato Dentro,17438,916,810999
2046,Sapeaçu,17421,2970,158380
2047,Flores de Goiás,17415,3230,137394
2048,Buritama,17414,1156,604101
2049,Itaberá,17405,1247,535071
2050,Cipó,17402,3331,130293
2051,Resplendor,17396,2376,221895
2052,Faxinal,17379,1526,414081
2053,Pindorama,17378,1955,295364
2054,Salesópolis,17363,2553,200622
2055,Tapes,17363,1644,370131
2056,Sátiro Dias,17330,3101,147430
2057,Massaranduba,17330,1173,588956
2057,Massaranduba,17330,3730,102103
2446,Massaranduba,14077,1173,588956
2446,Massaranduba,14077,3730,102103
2058,Maruim,17328,2046,273399
2059,Poção de Pedras,17321,3253,136015
2060,Matões do Norte,17316,4174,79462
2061,Jataúba,17305,3481,119060
2062,Terra Boa,17304,1441,447889
2063,São Domingos do Prata,17296,2245,241155
2064,Tijucas do Sul,17295,1899,305938
2065,Central,17293,2760,179629
2066,Monsenhor Tabosa,17264,3369,126560
2067,Macatuba,17263,1148,608514
2068,Serra Dourada,17261,3189,140396
2069,Bom Jesus do Tocantins,17254,2906,164626
2069,Bom Jesus do Tocantins,17254,4541,63091
4281,Bom Jesus do Tocantins,5120,2906,164626
4281,Bom Jesus do Tocantins,5120,4541,63091
2070,Carmópolis,17232,1802,325808
2071,Piquet Carneiro,17210,3435,122359
2072,Adustina,17209,3459,120424
2073,Guajará,17193,3524,115818
2074,Santo Antônio de Leverger,17188,1363,482670
2075,Muniz Freire,17176,2026,277985
2076,Cacimba de Dentro,17169,3401,123889
2077,Corbélia,17162,1187,579045
2078,Marechal Floriano,17141,1512,418855
2079,Itapiranga,17139,966,753901
2079,Itapiranga,17139,3645,107576
3217,Itapiranga,9312,966,753901
3217,Itapiranga,9312,3645,107576
2080,Crixás,17136,1442,446927
2081,Xangri-lá,17126,1277,523240
2082,Jenipapo dos Vieiras,17123,3962,89444
2083,Mata Roma,17122,3423,122814
2084,Souto Soares,17118,3706,103217
2085,Condeúba,17113,3220,137805
2086,Sumé,17096,2806,174653
2087,Água Fria,17096,3242,136724
2088,Conceição do Almeida,17087,3023,153985
2089,Araputanga,17078,1516,417388
2090,Itaquitinga,17056,3334,129671
2091,Terra Rica,17054,1632,374533
2092,Ibititá,17048,3508,117198
2093,Nova Ipixuna,17027,3237,136989
2094,Matupá,17017,1146,609401
2095,Belo Campo,17013,3346,128569
2096,Santa Cecília,17004,1509,419251
2096,Santa Cecília,17004,4803,53031
3852,Santa Cecília,6526,1509,419251
3852,Santa Cecília,6526,4803,53031
2098,Rosário Oeste,16999,2006,282529
2099,Realeza,16976,1193,577824
2100,Esperantinópolis,16971,3399,124588
2101,Taguatinga,16966,2334,226791
2102,Cocal do Sul,16956,1014,705873
2103,Brasilândia de Minas,16950,2394,219226
2104,Tapiramutá,16939,3631,108343
2105,Nova Resende,16937,1947,296654
2107,Poço Fundo,16900,2138,259219
2108,Cidreira,16897,2019,278661
2109,Guapiara,16896,1848,317156
2110,Tapauá,16876,1747,338818
2111,Pedregulho,16876,773,973303
2112,Malhada,16875,3296,132186
2113,Carapebus,16859,1652,367975
2114,Araçagi,16857,2869,167590
2115,Campanha,16855,1906,304028
2116,Piatã,16854,3519,116293
2117,Canudos,16832,3337,129503
2118,Juruena,16811,2658,188724
2119,Ipuã,16794,1619,379295
2121,Fortim,16776,2981,157606
2122,João Neiva,16774,1708,350226
2124,Tocantins,16769,2010,281360
2125,Maranhãozinho,16754,3870,94263
2126,Lima Duarte,16749,2186,250830
2127,Salitre,16714,3496,118071
2128,Pedro Alexandre,16698,3766,100370
2129,Poté,16675,3224,137617
2130,Urandi,16672,2877,166839
2131,Tururu,16588,3750,101253
2132,Bom Lugar,16578,4028,86132
2133,Vitória do Jari,16572,2705,184443
2134,Mangueirinha,16572,622,1315413
2136,Machados,16549,2551,200858
2137,Caçu,16525,882,843832
2138,Raposos,16501,1943,297989
2139,Morretes,16485,1862,313329
2140,Nova Canaã,16482,3441,122054
2142,Perdizes,16469,1159,601624
2143,Ibitiara,16463,3821,97141
2144,Sertanópolis,16456,1010,709156
2145,Passa Quatro,16439,1627,376173
2146,Aveiro,16421,3130,144717
2147,Vila Bela da Santíssima Trindade,16412,1822,321353
2148,Bituruna,16411,1780,330506
2149,Fonte Boa,16409,2871,167327
2150,Alvarães,16396,2962,159093
2151,Santa Margarida,16393,2058,271962
2152,Sananduva,16382,1289,515992
2153,Lago Verde,16369,3776,99575
